Date,Close,High,Low,Open,Volume
2024-05-13,27.200000762939453,27.799999237060547,27.18000030517578,27.600000381469727,381959
2024-05-14,27.219999313354492,27.68000030517578,27.219999313354492,27.440000534057617,278277
2024-05-15,28.0,28.200000762939453,27.219999313354492,27.219999313354492,247423
2024-05-16,27.520000457763672,28.0,27.479999542236328,28.0,142082
2024-05-17,27.139999389648438,27.760000228881836,27.139999389648438,27.479999542236328,124406
2024-05-20,27.639999389648438,27.719999313354492,27.420000076293945,27.579999923706055,83433
2024-05-21,27.239999771118164,27.639999389648438,27.239999771118164,27.639999389648438,172654
2024-05-22,27.200000762939453,27.479999542236328,26.700000762939453,27.239999771118164,230178
2024-05-23,27.600000381469727,27.860000610351562,27.0,27.0,164647
2024-05-24,27.31999969482422,27.540000915527344,27.219999313354492,27.540000915527344,74708
2024-05-27,27.079999923706055,27.84000015258789,27.079999923706055,27.84000015258789,125915
2024-05-28,26.84000015258789,27.399999618530273,26.739999771118164,27.299999237060547,163955
2024-05-29,26.540000915527344,27.200000762939453,26.540000915527344,26.84000015258789,191210
2024-05-30,27.0,27.020000457763672,26.5,26.5,160185
2024-05-31,26.399999618530273,27.0,26.399999618530273,27.0,551815
2024-06-03,26.65999984741211,27.200000762939453,26.5,26.5,109198
2024-06-04,26.15999984741211,26.65999984741211,26.040000915527344,26.65999984741211,123937
2024-06-05,26.559999465942383,26.6200008392334,26.15999984741211,26.15999984741211,227388
2024-06-06,26.899999618530273,26.899999618530273,26.559999465942383,26.559999465942383,106789
2024-06-07,27.440000534057617,27.440000534057617,26.81999969482422,26.899999618530273,88822
2024-06-10,27.0,27.31999969482422,26.639999389648438,27.239999771118164,88815
2024-06-11,26.84000015258789,27.299999237060547,26.719999313354492,27.299999237060547,84731
2024-06-12,26.299999237060547,26.940000534057617,26.15999984741211,26.84000015258789,358710
2024-06-13,26.299999237060547,26.579999923706055,26.079999923706055,26.299999237060547,236098
2024-06-14,25.6200008392334,26.719999313354492,25.219999313354492,26.200000762939453,278303
